"filename", "language", "JavaScript", "Vue", "CSS", "JSON", "HTML", "Markdown", "YAML", "PHP", "Java", "comment", "blank", "total"
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/Configuration/Configuration.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/ExtendedFunctionsDefaultPage.vue", "Vue", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 8, 104
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/EngineBalance.vue", "Vue", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/LegPhaseOperation.vue", "Vue", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 9, 164
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/OtherFunctions.vue", "Vue", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/TimeCycles/TimeCyclesDefaultPage.vue", "Vue", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 5, 182
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/TimeCycles/TimeCyclesSelect.vue", "Vue", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureHistory.vue", "Vue", 0, 765, 0, 0, 0, 0, 0, 0, 0, 0, 92, 857
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportDefaultPage.vue", "Vue", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 14, 172
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/ExistingFDE.vue", "Vue", 0, 269, 0, 0, 0, 0, 0, 0, 0, 1, 46, 316
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/ExistingFailure.vue", "Vue", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 8, 178
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/InBoundLegFDE.vue", "Vue", 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 17, 240
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/InBoundLegFailure.vue", "Vue", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/inBoundLegFailures/InBoundLegFailuresAll.vue", "Vue", 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 11, 186
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/inBoundLegFailures/InBoundLegFailuresSum.vue", "Vue", 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 5, 112
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresDetails.vue", "Vue", 0, 260, 0, 0, 0, 0, 0, 0, 0, 2, 25, 287
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresHistory.vue", "Vue", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 27, 221
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresRadios/FlightDeckEffects.vue", "Vue", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 9, 128
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresRadios/Parameters.vue", "Vue", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 7, 108
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresRadios/RootCause.vue", "Vue", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestInteractiveTestPage.vue", "Vue", 0, 222, 0, 0, 0, 0, 0, 0, 0, 1, 40, 263
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestNewTestPage.vue", "Vue", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 31, 201
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestSelectTestNewPage.vue", "Vue", 0, 253, 0, 0, 0, 0, 0, 0, 0, 24, 39, 316
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestSelectTestPage.vue", "Vue", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 19, 166
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestTestListPage.vue", "Vue", 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 36, 263
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestThreeTestsPage.vue", "Vue", 0, 217, 0, 0, 0, 0, 0, 0, 0, 4, 33, 254
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestViewDetailPage.vue", "Vue", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 11, 153
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/NVMData/NVMDataDefaultPage.vue", "Vue", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 11, 149
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/NVMData/NVMDataManagementPage.vue", "Vue", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 16, 167
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/NVMData/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ConditionMonitoring.vue", "Vue", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/EventMonitoring/EventMonitoring.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/ParamFlightShow.vue", "Vue", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 16, 155
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA29.vue", "Vue", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 16, 163
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA32_BRAKE.vue", "Vue", 0, 449, 0, 0, 0, 0, 0, 0, 0, 3, 41, 493
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA32_LG.vue", "Vue", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 24, 186
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamListDisplay/ParamListDisplay.vue", "Vue", 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 50, 453
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParameterSelect.vue", "Vue", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 9, 85
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/RawDataDisplay/RawDataDisplay.vue", "Vue", 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 23, 332
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/StartView.vue", "Vue", 0, 593, 0, 0, 0, 0, 0, 0, 0, 1, 98, 692
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterRecording/ParameterRecording.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/DataLoad/DataLoad.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/Utility/Utility.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/congzheng/Desktop/OMS_WEB/front_end/vue.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 1379, 7363, 316, 14796, 11, 64, 6087, 891, 19, 512, 2384, 33822
