"filename", "language", "JavaScript", "Vue", "CSS", "JSON", "HTML", "YAML", "Markdown", "PHP", "Java", "comment", "blank", "total"
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/NVMData/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ConditionMonitoring.vue", "Vue", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/EventMonitoring/EventMonitoring.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/ParamFlightShow.vue", "Vue", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 16, 155
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA29.vue", "Vue", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 16, 163
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA32_BRAKE.vue", "Vue", 0, 449, 0, 0, 0, 0, 0, 0, 0, 3, 41, 493
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA32_LG.vue", "Vue", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 24, 186
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamListDisplay/ParamListDisplay.vue", "Vue", 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 50, 453
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParameterSelect.vue", "Vue", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 9, 85
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/RawDataDisplay/RawDataDisplay.vue", "Vue", 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 23, 332
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/StartView.vue", "Vue", 0, 593, 0, 0, 0, 0, 0, 0, 0, 1, 98, 692
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterRecording/ParameterRecording.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/DataLoad/DataLoad.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/Utility/Utility.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/congzheng/Desktop/OMS_WEB/front_end/vue.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 1239, 6550, 427, 14796, 11, 6087, 64, 979, 19, 488, 2384, 33044
